gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
A1BG	3.3774	0.228	0.852	0.228	0	0	0	0	0.625
A1CF	0.5991	0.179	2.589	0	0	0.179	0.654	0.272	1.484
A2M	0.373	0.256	1.65	0	0	0.256	0.916	0.479	0
A3GALT2	0.2723	0.932	7.601	0	0	0.932	1.812	0.857	4
A4GALT	0.3071	2.632	28.691	0.878	0	1.754	0.747	0	25.311
A4GNT	0.1247	0.102	2.048	0	0	0.102	0.791	0.215	0.939
AAAS	3.7137	7.559	82.509	0	0	7.559	6.295	0	68.655
AACS	0.9121	1.335	46.129	0	0	1.335	6.143	0	38.651
AADAC	5.0736	0.102	2.656	0	0.102	0	1.096	1.458	0
AADACL2	3.5955	0.307	2.391	0	0.307	0	0.205	0.958	0.921
AADACL3	0.4011	0.102	2.498	0.102	0	0	0	0.151	2.244
AADAT	0.7795	0.051	3.67	0	0.051	0	2.653	0.66	0.306
AAGAB	2.0888	0.616	14.1	0.283	0	0.333	2.166	0	11.318
AAK1	0.3331	0	9.029	0	0	0	2.767	1.01	5.252
AAMDC	0.215	0.258	18.592	0	0	0.258	3.509	2.055	12.769
AAMP	0.2028	0	3.91	0	0	0	0	0	3.91
AANAT	0.4961	0.2	18.712	0	0	0.2	5.951	0	12.561
AAR2	3.1404	0.399	15.836	0	0	0.399	0.586	0	14.851
AARD	0.271	0.669	2.852	0.414	0	0.255	0	0	2.182
AARS	2.6395	4.094	39.112	0	0	4.094	1.035	0	33.983
AARS2	0.8687	1.472	32.933	0	0	1.472	7.507	1.09	22.865
AARSD1	3.3713	10.392	53.74	0	0	10.392	11.943	0	31.405
AASDH	2.8587	0	103.288	0	0	0	13.018	1.645	88.625
AASDHPPT	0.1635	1.218	17.227	0	1.218	0	6.512	7.049	2.447
AASS	0.4006	0	1.337	0	0	0	0	1.203	0.133
AATF	1.3835	2.177	63.288	0	0	2.177	0	13.19	47.921
AATK	0.6669	0	0	0	0	0	0	0	0
ABAT	3.8898	0	7.462	0	0	0	1.826	0	5.636
ABCA1	4.1047	0.051	9.353	0	0.051	0	6.495	2.807	0
ABCA12	0.5426	0	0.908	0	0	0	0.244	0.205	0.46
ABCA13	0.2191	0.095	2.111	0	0.095	0	0.653	0	1.362
ABCA2	8.1699	0	1.068	0	0	0	0.289	0.267	0.512
ABCA3	0.3056	0	10.201	0	0	0	2.822	1.91	5.468
ABCA4	0.3526	0.139	5.235	0	0	0.139	0.306	1.067	3.723
ABCA5	3.4496	0	4.134	0	0	0	1.235	0.287	2.613
ABCA6	1.3103	1.652	15.081	1.162	0	0.489	3.422	5.436	4.571
ABCA7	3.3135	4.122	44.57	0	0	4.122	2.277	0	38.171
ABCA8	0.587	1.445	12.359	1.161	0.284	0	4.229	3.221	3.464
ABCA9	0.3948	0.176	6.069	0	0.176	0	3.849	0.497	1.546
ABCB1	0.1834	0.358	0.767	0	0.358	0	0.408	0	0
ABCB10	0.1389	1.84	37.766	0	0	1.84	7.81	0.382	27.734
ABCB11	0.8997	0.171	1.561	0	0	0.171	0.142	0.506	0.742
ABCB4	0.2459	0	3.982	0	0	0	0.929	1.634	1.419
ABCB5	0.3856	0.113	4.734	0	0.113	0	0.764	0.418	3.439
ABCB6	0.3016	1.074	33.138	0	0	1.074	0.389	3.922	27.753
ABCB7	0.0872	0.41	9.166	0	0	0.41	1.309	3.728	3.719
ABCB8	0.3733	1.995	19.353	0	0	1.995	4.751	0	12.607
ABCB9	0.3058	0.176	14.973	0	0	0.176	6.055	1.97	6.771
ABCC1	0.4076	2.269	32.328	0	0	2.269	0	7.661	22.399
ABCC10	0.4113	0	6.797	0	0	0	0.727	0	6.07
ABCC12	0.4375	0	4.274	0	0	0	2.723	0	1.552
ABCC2	0	0.051	4.168	0	0	0.051	0.558	0.324	3.236
ABCC3	5.7239	0	17.867	0	0	0	0	0	17.867
ABCC4	0.3454	0.215	17.892	0	0.215	0	0	1.417	16.26
ABCC5	0.3193	3.6	31.375	0.442	0	3.159	4.355	7.802	15.617
ABCC6	5.239	0	19.108	0	0	0	2.241	1.857	15.009
ABCC8	0.3411	0	2.236	0	0	0	0.784	0	1.451
ABCC9	0.3881	0.292	1.359	0	0	0.292	0	0.41	0.658
ABCD1	0.466	2.129	26.991	0	0	2.129	0.463	2.366	22.033
