gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
A1BG	0.8283	0	1.205	0	0	0	0	0.903	0.302
A1CF	1.1896	0.565	4.764	0	0	0.565	0.694	0	3.506
A2M	0.9481	0	0.885	0	0	0	0	0.885	0
A3GALT2	0.9917	0.695	4.402	0	0	0.695	2.024	0.603	1.08
A4GALT	0.8694	1.856	6.969	0.479	0	1.377	0.423	0	4.691
A4GNT	0.433	0	4.226	0	0	0	1.608	0.712	1.906
AAAS	1.0868	1.422	24.958	0	0	1.422	1.282	0	22.254
AACS	0.7316	2.017	55.066	0	0	2.017	4.648	0	48.401
AADAC	0.6857	0	6.899	0	0	0	2.139	4.76	0
AADACL2	3.5632	0	1.752	0	0	0	0.452	0.905	0.394
AADACL3	1.0261	0	6.173	0	0	0	0	0.427	5.745
AADAT	0.9346	0	7.152	0	0	0	4.515	1.431	1.206
AAGAB	2.6599	0.899	27.1	0.343	0	0.556	6.333	0	19.868
AAK1	0.7931	0	22.865	0	0	0	1.733	10.783	10.349
AAMDC	0.5977	0.385	13.751	0	0	0.385	1.869	2.415	9.082
AAMP	0.7496	0	4.786	0	0	0	0	0	4.786
AANAT	0.6956	0.3	5.754	0	0	0.3	1.696	0	3.758
AAR2	0.8274	1.502	28.256	0	0	1.502	1.494	0	25.259
AARD	0.8096	5.066	10.753	3.65	0	1.416	0	0	5.687
AARS	0.8893	2.323	60.423	0	0	2.323	3.054	0	55.046
AARS2	2.4969	0.219	10.732	0	0	0.219	3.456	1.43	5.627
AARSD1	2.9042	5.036	14.822	0	0	5.036	3.187	0	6.599
AASDH	0.8406	0	10.555	0	0	0	1.548	0.322	8.685
AASDHPPT	1.0697	0.724	10.505	0	0.724	0	3.962	4.137	1.682
AASS	0.6228	0	3.85	0	0	0	0	2.758	1.092
AATF	1.8116	0	10.596	0	0	0	0	1.865	8.731
AATK	0.7095	0	0	0	0	0	0	0	0
ABAT	4.5421	0	12.606	0	0	0	2.026	0	10.58
ABCA1	7.2673	0.905	9.25	0	0.905	0	6.404	1.941	0
ABCA12	0.5948	0	2.181	0	0	0	1.276	0	0.905
ABCA13	0.809	1.853	9.076	0	1.853	0	4.392	0	2.83
ABCA2	0.9631	0	3.419	0	0	0	0.928	1.35	1.14
ABCA3	1.0217	0	31.184	0	0	0	8.527	7.849	14.808
ABCA4	0.6732	0.63	5.868	0	0	0.63	0	2.27	2.968
ABCA5	4.4463	0	2.322	0	0	0	1.502	0	0.821
ABCA6	0.694	2.111	21.933	2.111	0	0	5.126	6.848	7.847
ABCA7	0.829	0.753	18.592	0	0	0.753	1.542	0	16.297
ABCA8	0.6646	0.394	5.904	0	0.394	0	3.447	1.216	0.847
ABCA9	0.6552	1.05	10.931	0	1.05	0	6.04	1.343	2.498
ABCB1	0.9567	0.905	1.206	0	0.905	0	0.302	0	0
ABCB10	0.4987	0.601	19.72	0	0	0.601	6.078	0.245	12.797
ABCB11	0.8674	0.959	1.828	0	0	0.959	0	0.869	0
ABCB4	0.9205	0	22.25	0	0	0	0.847	13.726	7.676
ABCB5	0.8901	1.131	4.975	0	1.131	0	1.207	0.302	2.335
ABCB6	0.7695	0.394	9.494	0	0	0.394	0.919	1.69	6.49
ABCB7	0.433	0	2.915	0	0	0	0	2.147	0.767
ABCB8	0.6525	2.201	34.481	0	0	2.201	2.218	0	30.062
ABCB9	0.9787	0.272	10.782	0	0	0.272	3.999	2.444	4.067
ABCC1	0.7814	6.466	94.164	0	0	6.466	0	23.865	63.834
ABCC10	0.7464	0.919	2.667	0	0	0.919	0.197	0	1.551
ABCC12	0.8049	0	7.532	0	0	0	4.407	0	3.125
ABCC2	0	0	6.309	0	0	0	0.98	0.603	4.726
ABCC3	2.8105	0	2.754	0	0	0	0	0	2.754
ABCC4	0.8235	0	2.275	0	0	0	0	0	2.275
ABCC5	0.8266	0	10.192	0	0	0	1.599	5.303	3.289
ABCC6	2.5053	0	4.918	0	0	0	3.046	0.153	1.719
ABCC8	0.8091	0	2.713	0	0	0	1.85	0	0.863
ABCC9	0.8558	0	0.493	0	0	0	0	0	0.493
ABCD1	0.9498	5.87	39.225	0	0	5.87	1.934	8.731	22.689
ABCD2	0.7119	0	2.079	0	0	0	1.026	0.63	0.423
ABCD3	5.4126	0	2.541	0	0	0	0.521	0.335	1.686
ABCD4	1.4633	0.806	8.272	0	0	0.806	1.735	0	5.73
ABCE1	0.8605	1.623	20.192	0	0	1.623	0.397	1.637	16.535
ABCF1	0.7378	0.697	8.693	0	0	0.697	2.101	0	5.894
ABCF2	1.1652	1.643	7.427	0	0.623	1.02	0	0	5.784
ABCF3	5.8007	0.789	25.841	0	0	0.789	2.153	1.857	21.041
ABCG1	0.7991	0.272	1.911	0	0.272	0	1.639	0	0
ABCG2	1.7668	0	0.905	0	0	0	0	0	0.905
ABCG4	1.0086	0.719	7.373	0	0	0.719	0	0	6.655
ABCG5	0.612	0.394	9.191	0	0	0.394	0.929	0	7.868
ABCG8	1.5432	0	11.72	0	0	0	1.873	0.887	8.961
ABHD10	0.8562	0.452	9.635	0	0	0.452	1.627	2.515	5.04
ABHD11	1.1854	0.997	55.42	0	0	0.997	7.502	0	46.92
ABHD12	8.6804	0	0.968	0	0	0	0	0	0.968
ABHD12B	0.8522	0.853	6.282	0	0	0.853	0.356	0.902	4.172
ABHD13	0.9778	0.499	35.716	0	0	0.499	20.587	1.87	12.76
ABHD14A	7.3545	1.088	10.649	0	0	1.088	0.608	0	8.953
ABHD14B	7.3558	0.629	8.517	0	0	0.629	2.067	0	5.821
ABHD15	1.5119	0.779	10.107	0	0	0.779	1.408	0	7.921
ABHD16A	0.6976	2.569	20.257	0	0	2.569	3.957	1.239	12.492
ABHD16B	0.5003	0.859	8.557	0.369	0	0.49	1.554	0	6.144
ABHD17A	0.6015	4.356	13.362	0	0	4.356	0	0	9.006
ABHD17B	3.2055	5.284	74.333	0	0	5.284	10.586	6.822	51.642
ABHD17C	0.7404	0	6.22	0	0	0	3.321	0	2.898
ABHD18	9.0118	0	11.413	0	0	0	1.376	0	10.037
ABHD2	4.7262	2.639	48.295	0	0	2.639	0.569	15.109	29.978
ABHD3	1.0168	0.631	7.586	0	0	0.631	0.847	0.394	5.714
ABHD4	5.7212	1.377	33.388	0	0	1.377	1.828	2.943	27.24
ABHD5	0.943	0	21.528	0	0	0	2.022	0	19.507
ABHD6	2.2978	0	4.496	0	0	0	0.545	0.32	3.631
ABHD8	0.802	0.816	20.195	0	0	0.816	4.038	0	15.342
ABI1	12.4797	1.629	10.398	0	0	1.629	2.262	1.028	5.479
ABI2	0.9134	5.894	42.587	0	0	5.894	2.945	0	33.748
ABI3	0.9146	0	4.895	0	0	0	0	0	4.895
ABL1	1.5604	1.574	116.582	0	0	1.574	3.452	0	111.556
ABL2	2.4288	8.566	66.05	0	0	8.566	8.629	2.763	46.092
ABLIM1	0.7522	0	4.738	0	0	0	1.527	1.529	1.682
ABLIM2	3.7346	0	4.848	0	0	0	0.372	0.355	4.121
ABLIM3	2.9425	0.485	7.91	0.485	0	0	1.059	1.568	4.799
ABO	5.9161	1.255	2.338	1.255	0	0	0	0	1.083
ABR	1.164	0.445	7.593	0	0	0.445	0	0	7.148
ABRA	3.7501	0.731	2.534	0	0	0.731	0	0	1.803
ABRACL	5.8357	0	12.979	0	0	0	5.036	0.763	7.18
ABT1	0	4.365	13.203	0	0	4.365	4.042	0.615	4.18
ABTB1	0.7045	0	8.927	0	0	0	2.702	1.49	4.735
ABTB2	0.7555	0	9.236	0	0	0	4.073	0.473	4.69
ACAA1	0	0	2.398	0	0	0	0	0	2.398
ACAA2	0.5783	0.786	45.016	0	0	0.786	12.507	15.921	15.802
ACACA	1.6405	1.147	44.244	0	0	1.147	2.664	3.837	36.595
ACACB	0.6901	4.235	13.887	0	0	4.235	3.479	0.762	5.41
ACAD10	0.3016	2.794	21.724	0	0	2.794	2.35	0	16.58
ACAD11	0.6612	0.767	27.096	0	0	0.767	1.05	0	25.28
ACAD8	0.887	0	9.022	0	0	0	2.494	1.243	5.285
ACAD9	0.7913	0	29.065	0	0	0	3.992	6.022	19.051
ACADL	0.55	0.452	7.503	0	0	0.452	1.301	2.379	3.37
ACADM	0.9907	4.727	23.314	0.381	0.548	3.797	4.171	0.917	13.499
ACADS	0.9334	2.435	12.421	0	0	2.435	0	0.983	9.003
ACADSB	0.6953	6.197	33.885	0	5.902	0.295	10.69	2.571	14.427
ACADVL	0.8367	0	8.931	0	0	0	2.295	0	6.636
ACAP1	0.7553	0	5.707	0	0	0	0	0	5.707
ACAP2	0.8299	0.905	1.591	0	0.905	0	0	0	0.686
ACAP3	0.7474	0	0	0	0	0	0	0	0
ACAT1	0.7196	0.366	20.237	0.366	0	0	7.561	3.213	9.097
ACAT2	1.0401	0.226	14.5755	0	0	0.226	2.2555	0	12.094
ACBD3	0.6705	0.671	75.584	0	0	0.671	3.82	0	71.093
ACBD4	0.517	0.947	4.035	0	0	0.947	0	0	3.088
ACBD5	9.3615	6.032	45.563	0	1.353	4.679	10.935	2.796	25.8
ACBD6	3.9696	0	75.048	0	0	0	7.876	3.777	63.395
ACBD7	9.4993	0.388	5.751	0	0	0.388	0.884	0	4.479
ACCS	3.566	0	4.281	0	0	0	0.672	0.913	2.696
ACCSL	0.8648	0	8.543	0	0	0	4.085	0	4.457
ACD	0.6981	0.229	2.423	0	0	0.229	0	0	2.194
ACE	0.8097	0	6.218	0	0	0	0	1.237	4.981
ACE2	1.1215	0.905	13.149	0	0.905	0	1.81	3.262	7.172
ACER1	0.734	1.428	12.895	1.034	0	0.394	3.811	1.183	6.473
ACER2	0.8702	0.399	9.599	0	0	0.399	3.818	0	5.382
ACER3	0.8542	1.525	9.139	1.073	0	0.452	1.844	0	5.769
ACHE	1.4662	0.384	9.433	0	0	0.384	2.96	0	6.089
ACIN1	1.8197	0	3.568	0	0	0	0	0	3.568
ACKR1	0.8189	0	0.681	0	0	0	0	0.681	0
ACKR2	0.6362	0	9.605	0	0	0	2.063	0.521	7.021
ACKR3	0.6858	0	2.038	0	0	0	1.644	0	0.394
ACKR4	0.7295	0	4.491	0	0	0	0	0.854	3.637
ACLY	0.7702	2.287	33.164	0	0	2.287	3.772	15.08	12.025
ACMSD	0.8706	0	10.378	0	0	0	3.733	1.357	5.288
ACO1	0.8713	0.365	6.604	0.365	0	0	4.784	0	1.456
ACO2	6.3086	3.528	128.067	0	0	3.528	2.606	9.882	112.052
ACOD1	0.7577	0	3.002	0	0	0	0	1.581	1.421
ACOT1	9.6343	1.922	4.763	0.905	0	1.017	1.234	0	1.607
ACOT11	0.5879	0.377	7.262	0	0	0.377	0.557	0	6.328
ACOT12	0.5593	0	6.48	0	0	0	2.305	2.008	2.167
ACOT13	0.6131	1.658	10.672	0	0	1.658	0.306	1.225	7.483
ACOT2	0.8127	3.73	20.35	0	0	3.73	3.299	3.888	9.433
ACOT4	0.767	1.405	8.84	0	0	1.405	2.775	0	4.66
ACOT7	9.3904	0.437	132.008	0.437	0	0	29.497	8.371	93.703
ACOT8	0.9174	0.739	23.043	0	0	0.739	0	0	22.304
ACOT9	2.8684	0	33.9825	0	0	0	8.9235	1.5535	23.506
ACOX1	0.9177	0.836	14.621	0	0	0.836	3.287	0.325	10.173
ACOX2	0.433	0	6.661	0	0	0	0.487	1.35	4.824
ACOX3	0.7775	0.893	7.887	0.217	0	0.675	1.382	0	5.612
ACOXL	0.7782	0	10.074	0	0	0	7.032	1.467	1.574
ACP1	5.9768	0	2.287	0	0	0	0	0	2.287
ACP2	6.4077	1.624	16.612	0	0	1.624	1.992	0	12.995
ACP6	1.969	0	12.973	0	0	0	1.492	0	11.48
ACP7	1.2183	0.958	14.22	0	0	0.958	0	1.595	11.668
ACPP	0.7977	0.905	10.879	0	0	0.905	1.173	2.737	6.063
ACR	0.6448	0	3.014	0	0	0	0	0	3.014
ACRBP	0.7466	2.124	9.623	0	0	2.124	0.234	0	7.265
ACRV1	0.6592	0	4.573	0	0	0	0	1.905	2.668
ACSBG1	1.8391	0.414	10.421	0	0	0.414	1.556	0	8.451
ACSBG2	1.3533	0.643	8.685	0	0	0.643	5.574	0	2.468
ACSF2	1.3831	0.723	12.438	0	0	0.723	2.103	1.478	8.134
ACSF3	0.656	0.942	6.307	0.942	0	0	0.992	0.638	3.735
ACSL1	2.9371	0.905	26.699	0	0.905	0	2.872	0	22.922
ACSL3	0.9226	0.418	92.797	0	0	0.418	44.992	0	47.388
ACSL4	7.1577	0.452	7.577	0	0	0.452	0.452	2.49	4.183
ACSL5	0.9269	1.79	29.265	0	0	1.79	0	6.742	20.732
ACSL6	3.2774	0	12.281	0	0	0	4.964	1.914	5.403
ACSM1	6.7315	0	4.408	0	0	0	0.645	0.452	3.311
ACSM2A	1.5321	0	13.72	0	0	0	8.436	4.649	0.635
ACSM3	0.855	1.241	6.571	0.788	0	0.452	0.452	4.425	0.452
ACSM4	0.608	0	3.369	0	0	0	0.452	1.119	1.798
ACSM5	0.8291	0.452	3.781	0	0	0.452	1.049	0.747	1.533
ACSS1	0.9254	0.365	7.854	0	0.365	0	2.093	0.758	4.638
ACSS2	0.7139	0	7.603	0	0	0	0	0.956	6.647
ACSS3	7.9344	0	3.561	0	0	0	2.248	1.313	0
ACTA1	0.6083	2.074	6.63	0.678	0	1.395	1.563	0	2.993
ACTA2	0.6372	0	4.458	0	0	0	1.393	0	3.065
ACTB	1.8943	0.963	10.536	0	0	0.963	0.905	1.761	6.908
ACTBL2	0.5258	0	0.355	0	0	0	0	0.355	0
ACTC1	6.3099	0	2.344	0	0	0	0.397	0	1.947
ACTG1	0.8301	2.36	10.947	0	0	2.36	0	0	8.587
ACTG2	0.7645	0	13.221	0	0	0	2.222	0.913	10.087
ACTL10	0.7672	1.002	5.603	0	0	1.002	0	0.676	3.925
ACTL6A	0.9046	0.754	35.53	0	0	0.754	25.2	0	9.576
ACTL6B	0.962	1.332	17.344	0	0	1.332	1.335	0.712	13.964
ACTL7A	0.7037	0	3.058	0	0	0	1.226	0.542	1.291
ACTL7B	0.8163	0	4.138	0	0	0	0	1.446	2.691
ACTL9	2.5867	0	7.897	0	0	0	0.587	2.461	4.848
ACTN1	0.7502	0	7.106	0	0	0	0.544	0	6.562
ACTN2	0.6999	1.357	12.069	0.905	0	0.452	0.753	0	9.96
ACTN4	0.8281	0	4.149	0	0	0	0	0	4.149
ACTR10	1.1263	0.452	26.821	0.452	0	0	5.295	2.629	18.444
ACTR1A	13.2991	0	7.176	0	0	0	0	0.962	6.214
ACTR1B	6.8514	0.464	9.377	0	0	0.464	2.177	1.33	5.406
ACTR2	1.1827	0	16.29	0	0	0	9.071	0.668	6.551
ACTR3	0.9331	0.452	10.759	0	0	0.452	1.793	2.46	6.053
ACTR3B	0	0.948	11.3	0	0	0.948	3.507	2.788	4.056
ACTR5	0.6835	0	32.633	0	0	0	0.547	7.429	24.658
ACTR6	1.1238	0	8.514	0	0	0	2.66	0.908	4.946
ACTR8	0.6681	4.511	16.945	0	0	4.511	2.761	0	9.673
ACTRT1	1.2147	0	1.781	0	0	0	0.754	0.725	0.302
ACTRT2	4.3746	0	1.566	0	0	0	1.275	0	0.291
ACTRT3	0.8272	0	9.378	0	0	0	1.408	0	7.97
ACVR1	6.5877	0	3.667	0	0	0	0.522	0.417	2.727
ACVR1B	0.8445	0	16.872	0	0	0	1.558	6.359	8.955
ACVR1C	0.8412	0	1.085	0	0	0	0.302	0	0.783
ACVR2A	0.695	0	18.724	0	0	0	0	1.508	17.216
ACVR2B	0.6474	0.522	7.648	0	0	0.522	1.962	0	5.163
ACVRL1	0.8533	0	6.092	0	0	0	1.307	0.263	4.523
ACY1	7.184	0.197	21.562	0	0	0.197	0	3.098	18.267
ACY3	0.7398	0.437	4.1	0	0	0.437	1.103	1.051	1.509
ACYP1	0.8815	0.83	18.867	0	0	0.83	7.441	1.162	9.433
ACYP2	0.8835	1.321	6.745	0.873	0	0.449	3.465	1.959	0
ADA	0.7385	0	7.093	0	0	0	1.426	1.686	3.982
ADAD1	1.1789	0	5.311	0	0	0	4.858	0.452	0
ADAD2	1.0158	1.32	5.684	0	0	1.32	1.615	0	2.749
ADAL	1.2949	2.996	21.203	0	0	2.996	10.954	0	7.252
ADAM10	0.8427	0.381	148.145	0	0	0.381	23.807	1.708	122.25
ADAM11	5.3084	0.286	2.207	0	0	0.286	0	0	1.921
ADAM12	0.8023	0	0.905	0	0	0	0	0	0.905
ADAM15	0.6276	0	2.926	0	0	0	0	0.591	2.334
ADAM17	0.9376	0	14.692	0	0	0	0.818	0	13.874
ADAM18	0.6058	0	5.246	0	0	0	2.201	0.493	2.552
ADAM19	0.4833	0.965	14.438	0	0	0.965	0.934	3.404	9.135
ADAM2	0.8359	0	6.913	0	0	0	0.882	0	6.032
ADAM20	0.9163	0.452333333333333	1.784	0	0.452333333333333	0	0.739333333333333	0.592666666666667	0
ADAM21	0.9789	1.357	3.541	0	0.905	0.452	1.939	0	0.245
ADAM22	2.6444	0	2.442	0	0	0	0.905	0.433	1.104
ADAM23	0.8648	0	2.728	0	0	0	0.869	0.905	0.954
ADAM28	0.8887	1.357	15.899	0	0	1.357	12.62	0	1.922
ADAM29	0.8976	0	5.727	0	0	0	0	5.274	0.452
ADAM30	3.7494	0.423	4.969	0.423	0	0	1.928	1.413	1.204
ADAM32	2.3356	0	5.732	0	0	0	2.298	1.964	1.469
ADAM33	1.7953	0	7.548	0	0	0	5.509	0	2.039
ADAM7	0.7496	0	2.966	0	0	0	0	1.329	1.637
ADAM8	0.5698	0	6.009	0	0	0	0	0	6.009
ADAM9	0.7049	0	7.322	0	0	0	0	4.333	2.989
ADAMDEC1	0.5569	0	4.239	0	0	0	1.299	0.905	2.035
ADAMTS1	0.9694	0	2.835	0	0	0	0.57	0.629	1.636
ADAMTS10	4.7319	0	13.403	0	0	0	2.069	1.28	10.054
ADAMTS12	0.9257	0.394	3.559	0	0	0.394	3.165	0	0
ADAMTS13	0.9833	0.547	11.834	0.547	0	0	6.684	0.918	3.685
ADAMTS14	0.7152	0.832	9.729	0.832	0	0	0.351	2.946	5.6
ADAMTS15	8.5224	0	2.737	0	0	0	1.044	0	1.693
ADAMTS16	0.8336	0	2.171	0	0	0	1.719	0.452	0
ADAMTS17	0.9778	0	2.985	0	0	0	0.766	1.107	1.112
ADAMTS18	0.8068	0	5.844	0	0	0	0.905	0	4.939
ADAMTS19	0.5655	0	2.827	0	0	0	0.452	0.926	1.448
ADAMTS2	0.7152	0	2.748	0	0	0	0.197	0	2.551
ADAMTS20	0.6031	0.267	13.197	0.267	0	0	2.229	1.196	9.505
ADAMTS3	0.6455	0	5.126	0	0	0	1.076	1.232	2.818
ADAMTS4	0	0	11.331	0	0	0	2.022	4.206	5.103
ADAMTS5	0.736	0.993	2.288	0	0.993	0	0	1.295	0
ADAMTS6	0.9119	0.452	2.501	0	0	0.452	0.423	0	1.625
ADAMTS7	0.5722	0.905	5.411	0	0	0.905	2.187	0.92	1.399
ADAMTS8	8.4533	0	5.495	0	0	0	0	0	5.495
ADAMTS9	1.0496	0	7.192	0	0	0	0.302	2.602	4.288
ADAMTSL1	15.869	0	0.452	0	0	0	0	0	0.452
