gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
A1BG	0.067	0.252	0.067	0	0	0	0	0.185
A1CF	0.299	4.322	0	0	0.299	1.091	0.454	2.478
A2M	0.686	4.424	0	0	0.686	2.455	1.283	0
A3GALT2	3.422	27.915	0	0	3.422	6.656	3.149	14.689
A4GALT	8.57	93.425	2.858	0	5.713	2.433	0	82.421
A4GNT	0.821	16.425	0	0	0.821	6.346	1.727	7.531
AAAS	2.035	22.218	0	0	2.035	1.695	0	18.487
AACS	1.464	50.575	0	0	1.464	6.735	0	42.376
AADAC	0.02	0.524	0	0.02	0	0.216	0.287	0
AADACL2	0.085	0.665	0	0.085	0	0.057	0.267	0.256
AADACL3	0.255	6.228	0.255	0	0	0	0.378	5.595
AADAT	0.066	4.708	0	0.066	0	3.403	0.846	0.393
AAGAB	0.295	6.75	0.136	0	0.159	1.037	0	5.419
AAK1	0	27.104	0	0	0	8.307	3.031	15.766
AAMDC	1.202	86.473	0	0	1.202	16.32	9.56	59.392
AAMP	0	19.279	0	0	0	0	0	19.279
AANAT	0.403	37.718	0	0	0.403	11.995	0	25.32
AAR2	0.127	5.043	0	0	0.127	0.187	0	4.729
AARD	2.469	10.522	1.529	0	0.94	0	0	8.053
AARS	1.551	14.818	0	0	1.551	0.392	0	12.875
AARS2	1.695	37.911	0	0	1.695	8.641	1.254	26.321
AARSD1	3.082	15.941	0	0	3.082	3.543	0	9.315
AASDH	0	36.131	0	0	0	4.554	0.575	31.002
AASDHPPT	7.452	105.361	0	7.452	0	39.831	43.114	14.964
AASS	0	3.337	0	0	0	0	3.004	0.333
AATF	1.574	45.745	0	0	1.574	0	9.534	34.637
AATK	0	0	0	0	0	0	0	0
ABAT	0	1.918	0	0	0	0.469	0	1.449
ABCA1	0.012	2.279	0	0.012	0	1.582	0.684	0
ABCA12	0	1.674	0	0	0	0.449	0.377	0.847
ABCA13	0.434	9.634	0	0.434	0	2.982	0	6.219
ABCA2	0	0.131	0	0	0	0.035	0.033	0.063
ABCA3	0	33.379	0	0	0	9.234	6.251	17.894
ABCA4	0.393	14.846	0	0	0.393	0.868	3.028	10.557
ABCA5	0	1.198	0	0	0	0.358	0.083	0.757
ABCA6	1.261	11.509	0.887	0	0.374	2.612	4.149	3.488
ABCA7	1.244	13.451	0	0	1.244	0.687	0	11.52
ABCA8	2.461	21.054	1.977	0.484	0	7.204	5.488	5.901
ABCA9	0.446	15.373	0	0.446	0	9.751	1.259	3.917
ABCB1	1.954	4.181	0	1.954	0	2.227	0	0
ABCB10	13.248	271.892	0	0	13.248	56.227	2.748	199.67
ABCB11	0.19	1.735	0	0	0.19	0.158	0.563	0.825
ABCB4	0	16.194	0	0	0	3.777	6.645	5.772
ABCB5	0.292	12.277	0	0.292	0	1.981	1.084	8.919
ABCB6	3.56	109.874	0	0	3.56	1.291	13.006	92.018
ABCB7	4.697	105.116	0	0	4.697	15.017	42.757	42.644
ABCB8	5.344	51.844	0	0	5.344	12.728	0	33.773
ABCB9	0.577	48.962	0	0	0.577	19.802	6.443	22.141
ABCC1	5.567	79.314	0	0	5.567	0	18.795	54.952
ABCC10	0	16.525	0	0	0	1.767	0	14.758
ABCC12	0	9.77	0	0	0	6.224	0	3.546
ABCC2	0.051	4.168	0	0	0.051	0.558	0.324	3.236
ABCC3	0	3.122	0	0	0	0	0	3.122
ABCC4	0.622	51.802	0	0.622	0	0	4.102	47.077
ABCC5	11.275	98.26	1.383	0	9.892	13.64	24.434	48.911
ABCC6	0	3.647	0	0	0	0.428	0.355	2.865
ABCC8	0	6.555	0	0	0	2.3	0	4.255
ABCC9	0.753	3.503	0	0	0.753	0	1.055	1.695
ABCD1	4.568	57.921	0	0	4.568	0.994	5.076	47.282
ABCD2	0.237	14.564	0	0	0.237	6.363	2.509	5.456
ABCD3	1.032	28.559	0.488	0.544	0	13.1	1.079	13.348
ABCD4	0.778	8.928	0	0	0.778	2.14	0	6.009
ABCE1	6.926	373.74	0	0	6.926	22.924	72.897	270.993
ABCF1	21.523	146.027	0	0	21.523	22.486	0	102.018
ABCF2	16.093	102.805	6.286	0.625	9.182	2.438	0.859	83.415
ABCF3	0.761	25.645	0	0	0.761	2.83	3.722	18.332
ABCG1	0.184	3.186	0	0.184	0	3.002	0	0
ABCG2	0	0.218	0	0	0	0.024	0	0.194
ABCG4	0.098	2.912	0	0	0.098	0	0	2.814
ABCG5	0.075	3.994	0	0.022	0.053	0.42	0	3.499
ABCG8	0	2.754	0	0	0	0.708	0.383	1.663
ABHD10	5.173	194.851	0	0	5.173	37.304	18.872	133.502
ABHD11	0.112	4.238	0	0	0.112	0.421	0	3.705
ABHD12	0	6.236	0	0	0	0	2.602	3.634
ABHD12B	0.032	0.438	0	0	0.032	0.104	0.02	0.283
ABHD13	0.061	2.33	0	0	0.061	1.644	0	0.625
ABHD14A	1.56	10.137	0	0	1.56	0.653	0	7.924
ABHD14B	0.774	2.929	0	0	0.774	0.403	0	1.752
ABHD15	6.865	61.174	0	0	6.865	2.173	0	52.136
ABHD16A	0.49	5.846	0	0	0.49	0.371	0.886	4.098
ABHD16B	2.687	22.672	1.839	0	0.848	5.03	0	14.955
ABHD17A	9.493	44.23	0	0	9.493	0	0	34.738
ABHD17B	0.487	14.637	0	0	0.487	1.71	2.197	10.244
ABHD17C	0.17	5.011	0	0	0.17	2.096	0.461	2.284
ABHD18	0	7.352	0	0	0	0.538	0	6.814
ABHD2	0.166	3.246	0	0	0.166	0.132	0.444	2.504
