gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
A1BG	0.221	0.764	0.221	0	0	0	0.223	0.32
A1CF	0.723	20.188	0	0	0.723	4.435	4.696	10.334
A2M	1.478	10.729	0	0	1.478	6.247	3.004	0
A3GALT2	1.421	9.197	0	0	1.421	5.669	1.53	0.577
A4GALT	1.187	8.596	0.418	0	0.769	0.749	0	6.661
A4GNT	0.066	5.056	0	0	0.066	1.79	1.098	2.102
AAAS	1.689	14.402	0	0	1.689	0.988	0	11.725
AACS	1.689	29.366	0	0	1.689	4.79	0	22.887
AADAC	0.138	8.606	0	0.138	0	3.26	5.208	0
AADACL2	0.874	5.508	0	0.874	0	0.926	2.117	1.592
AADACL3	0.866	41.141	0.866	0	0	0	2.723	37.553
AADAT	0.223	6.131	0	0.223	0	3.874	1.369	0.665
AAGAB	2.53	14.86	1.57	0	0.96	3.264	0	9.066
AAK1	0	5.295	0	0	0	2.592	0.317	2.386
AAMDC	0.807	17.07	0	0	0.807	3.304	3.048	9.912
AAMP	0	4.806	0	0	0	0	0	4.806
AANAT	0.27	7.722	0	0	0.27	1.884	0	5.567
AAR2	0.251	4.391	0	0	0.251	1.1	0	3.04
AARD	2.111	6.447	1.355	0	0.756	0	0	4.335
AARS	2.865	13.638	0	0	2.865	1.307	0	9.465
AARS2	0.57	13.108	0	0	0.57	2.79	0.909	8.839
AARSD1	1.755	6.908	0	0	1.755	2.594	0	2.559
AASDH	0	21.527	0	0	0	3.689	0.516	17.322
AASDHPPT	0.185	2.488	0	0.185	0	0.875	1.031	0.397
AASS	0.105	5.56	0	0.105	0	0	4.523	0.931
AATF	1.136	10.915	0	0	1.136	0	1.144	8.635
AATK	0	0	0	0	0	0	0	0
ABAT	0	53.792	0	0	0	11.813	0	41.979
ABCA1	0.811	16.999	0	0.811	0	12.008	4.181	0
ABCA12	0	0.732	0	0	0	0.227	0.173	0.332
ABCA13	0.78	12.229	0	0.78	0	4.834	0	6.615
ABCA2	0	2.15	0	0	0	0.583	0.192	1.375
ABCA3	0	13.6	0	0	0	3.444	3.091	7.065
ABCA4	0.238	7.312	0	0	0.238	0.843	1.602	4.628
ABCA5	0	4.674	0	0	0	1.338	0.201	3.135
ABCA6	1.58	25.828	0.515	0	1.065	4.336	11.673	8.239
ABCA7	4.226	27.321	0	0	4.226	1.131	0	21.963
ABCA8	0.326	7.87	0.172	0.154	0	3.681	1.799	2.063
ABCA9	1.223	19.739	0	1.223	0	13.953	2.883	1.68
ABCB1	1.677	2.508	0	1.677	0	0.831	0	0
ABCB10	0.176	5.845	0	0	0.176	2.131	0.04	3.497
ABCB11	1.33	5.331	0	0	1.33	0.506	2.457	1.038
ABCB4	0	24.714	0	0	0	9.815	10.247	4.652
ABCB5	0.164	6.364	0	0.164	0	2.042	0.351	3.807
ABCB6	0.362	12.032	0	0	0.362	2.446	1.293	7.93
ABCB7	2.467	32.559	0	0	2.467	2.776	15.348	11.968
ABCB8	1.367	7.493	0	0	1.367	1.258	0	4.868
ABCB9	0.022	2.428	0	0	0.022	0.875	0.343	1.188
ABCC1	1.107	23.721	0	0	1.107	0	2.477	20.137
ABCC10	0.116	5.635	0	0	0.116	1.341	0	4.179
ABCC12	0	5.135	0	0	0	3.809	0	1.326
ABCC2	2.997	119.581	0	0	2.997	14.379	18.33	83.875
ABCC3	0	6.807	0	0	0	0	0	6.807
ABCC4	0.096	1.791	0	0.096	0	0	0.3	1.396
ABCC5	0.299	2.819	0.105	0	0.194	0.273	1.234	1.013
ABCC6	0	14.916	0	0	0	3.01	2.873	9.032
ABCC8	0	8.064	0	0	0	3.849	0	4.215
ABCC9	0.359	1.94	0	0	0.359	0	0.344	1.237
ABCD1	0.697	7.73	0	0	0.697	0.321	2.557	4.155
ABCD2	2.346	63.728	0	0	2.346	30.814	8.984	21.584
ABCD3	0.557	5.46	0.358	0.199	0	2.603	0.637	1.663
ABCD4	3.032	19.895	0	0	3.032	2.927	0	13.936
ABCE1	0.124	16.086	0	0	0.124	0.802	3.299	11.862
ABCF1	1.353	9.306	0	0	1.353	2.598	0	5.355
ABCF2	1.64	8.53	0.275	0.183	1.182	0.641	0.375	5.875
ABCF3	1.093	44.311	0	0	1.093	1.788	4.695	36.734
ABCG1	1.877	19.135	0	1.877	0	17.258	0	0
ABCG2	0	2.283	0	0	0	0.425	0.196	1.662
