gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
A1BG	0.309	0.831	0.309	0	0	0	0.368	0.154
A1CF	0	5.056	0	0	0	0.754	1.725	2.577
A2M	0.289	0.987	0	0	0.289	0.253	0.445	0
A3GALT2	0.407	9.228	0	0	0.407	0.454	2.836	5.531
A4GALT	1.908	12.247	0.67	0	1.239	1.75	0	8.589
A4GNT	0.391	6.781	0	0	0.391	2.759	0.399	3.232
AAAS	4.336	23.252	0	0	4.336	0.57	0	18.346
AACS	1.218	22.577	0	0	1.218	1.719	0	19.641
AADAC	0	15.075	0	0	0	3.072	12.003	0
AADACL2	1.106	5.667	0	1.106	0	2.111	1.271	1.18
AADACL3	0	2.958	0	0	0	0	0.327	2.631
AADAT	0.247	8.637	0	0.247	0	4.796	2.607	0.987
AAGAB	1.167	9.968	0.199	0	0.968	1.678	0	7.123
AAK1	0	18.146	0	0	0	4.902	3.965	9.278
AAMDC	0	6.941	0	0	0	1.05	0.967	4.923
AAMP	0	4.166	0	0	0	0	0	4.166
AANAT	0.671	13.676	0	0	0.671	4.605	0	8.4
AAR2	0.501	7.522	0	0	0.501	1.167	0	5.854
AARD	3.423	18.884	2.234	0	1.188	0	0	15.461
AARS	0.418	13.68	0	0	0.418	1.499	0	11.763
AARS2	0.279	11.193	0	0	0.279	2.798	2.868	5.248
AARSD1	2.462	6.732	0	0	2.462	1.799	0	2.472
AASDH	0	14.801	0	0	0	3.563	1.983	9.256
AASDHPPT	2.167	14.609	0	2.167	0	5.075	4.838	2.529
AASS	0	7.771	0	0	0	0	7.476	0.295
AATF	1.008	11.542	0	0	1.008	0	1.19	9.343
AATK	0	0	0	0	0	0	0	0
ABAT	0	14.216	0	0	0	2.987	0	11.229
ABCA1	0.217	3.761	0	0.217	0	2.745	0.798	0
ABCA12	0	2.843	0	0	0	0.744	0.281	1.818
ABCA13	0	9.671	0	0	0	4.669	0	5.001
ABCA2	0	5.201	0	0	0	1.33	0.687	3.184
ABCA3	0	41.005	0	0	0	10.699	9.094	21.211
ABCA4	0.186	5.066	0	0	0.186	1.04	1.787	2.053
ABCA5	0	5.087	0	0	0	1.008	1.477	2.603
ABCA6	2.366	23.759	1.28	0	1.087	5.323	11.102	4.968
ABCA7	3.904	39.863	0	0	3.904	3.125	0	32.834
ABCA8	0.954	8.426	0.382	0.573	0	4.88	0	2.591
ABCA9	0.062	2.925	0	0.062	0	1.939	0.276	0.648
ABCB1	2.416	3.27	0	2.416	0	0.854	0	0
ABCB10	3.704	46.25	0	0	3.704	8.574	0.784	33.187
ABCB11	0.261	2.075	0	0	0.261	0.112	1.207	0.495
ABCB4	0	38.868	0	0	0	7.873	15.515	15.481
ABCB5	0	5.399	0	0	0	0.333	0	5.066
ABCB6	0.244	11.757	0	0	0.244	2.482	0.549	8.482
ABCB7	1.571	24.996	0	0	1.571	4.501	11.389	7.535
ABCB8	1.884	23.778	0	0	1.884	1.948	0	19.946
ABCB9	0.754	41.734	0	0	0.754	14.646	5.413	20.922
ABCC1	3.314	98.307	0	0	3.314	0	16.65	78.342
ABCC10	0.124	1.65	0	0	0.124	0.124	0	1.402
ABCC12	0	10.046	0	0	0	6.809	0	3.238
ABCC2	0.324	12.167	0	0	0.324	1.714	2.619	7.511
ABCC3	0	7.777	0	0	0	0	0	7.777
ABCC4	1.227	6.666	0	1.227	0	0	1.628	3.812
ABCC5	1.723	19.623	1.354	0	0.369	1.997	8.06	7.843
ABCC6	0	5.962	0	0	0	1.346	1.105	3.511
ABCC8	0	3.043	0	0	0	1.174	0	1.868
ABCC9	0.283	3.331	0	0	0.283	0	1.821	1.227
ABCD1	0.636	6.66	0	0	0.636	0.899	0.458	4.667
ABCD2	0	2.411	0	0	0	1.185	0.855	0.37
ABCD3	0	5.71	0	0	0	2.51	2.895	0.305
ABCD4	1.501	11.578	0	0	1.501	1.19	0	8.887
ABCE1	1.012	51.474	0	0	1.012	5.045	11.389	34.028
ABCF1	0.693	5.902	0	0	0.693	1.894	0	3.315
ABCF2	2.363	14.259	0.741	1.008	0.614	0.909	1.122	9.864
ABCF3	0.697	21.844	0	0	0.697	1.12	2.28	17.747
ABCG1	0.064	0.862	0	0.064	0	0.798	0	0
ABCG2	0	7.526	0	0	0	1.168	0	6.358
ABCG4	1.346	13.786	0	0	1.346	0	0	12.441
ABCG5	0.874	15.47	0	0.292	0.583	5.992	0	8.604
ABCG8	0	13.786	0	0	0	4.688	2.114	6.984
ABHD10	0.137	5.613	0	0	0.137	1.586	0.843	3.047
ABHD11	4.381	97.732	0	0	4.381	12.537	0	80.814
ABHD12	0	1.082	0	0	0	0	0.15	0.932
ABHD12B	0.645	7.521	0	0	0.645	1.441	0.849	4.586
ABHD13	0.084	4.214	0	0	0.084	2.409	0.706	1.014
ABHD14A	0.521	5.276	0	0	0.521	0.182	0	4.573
ABHD14B	0.238	8.321	0	0	0.238	0.875	0	7.207
ABHD15	1.238	11.141	0	0	1.238	1.36	0	8.544
ABHD16A	4.71	62.961	0	0	4.71	20.292	0.942	37.017
ABHD16B	3.181	31.782	1.795	0	1.386	7.006	0	21.594
ABHD17A	2.781	9.417	0	0	2.781	0	0	6.636
ABHD17B	0.455	21.761	0	0	0.455	1.156	4.349	15.8
ABHD17C	0	8.075	0	0	0	3.07	0.722	4.282
ABHD18	0	5.218	0	0	0	0.282	0	4.936
ABHD2	0.15	15.386	0	0	0.15	1.606	2.531	11.099
ABHD3	0.777	7.453	0	0	0.777	0.643	0.481	5.552
ABHD4	0.393	12.537	0	0	0.393	1.03	1.273	9.841
ABHD5	0.605	52.456	0	0	0.605	20.616	0	31.235
ABHD6	0.494	6.277	0	0	0.494	1.382	0.983	3.418
ABHD8	1.183	12.296	0	0	1.183	4.612	0	6.501
ABI1	0.835	7.047	0	0.158	0.677	0.539	1.072	4.601
ABI2	5.553	32.07	0	0	5.553	6.214	0	20.304
ABI3	0	30.223	0	0	0	0	0	30.223
ABL1	0.606	56.13	0	0	0.606	1.68	0	53.843
ABL2	1.056	18.73	0	0	1.056	0.641	2.834	14.199
ABLIM1	0	7.022	0	0	0	1.036	2.736	3.249
ABLIM2	0	0.485	0	0	0	0.089	0.257	0.139
ABLIM3	0.539	8.795	0.539	0	0	1.01	0.74	6.506
ABO	0.233	1.017	0.233	0	0	0.09	0	0.694
ABR	0.656	6.384	0	0	0.656	0	0	5.727
ABRA	0.511	3.417	0	0	0.511	0	1.783	1.123
ABRACL	0	7.674	0	0	0	2.557	0.732	4.385
ABT1	2.006	20.361	0	0.726	1.28	4.896	6.178	7.281
ABTB1	0	24.024	0	0	0	10.504	0.512	13.008
ABTB2	0	14.486	0	0	0	4.319	1.374	8.793
ACAA1	0	12.422	0	0	0	0	0	12.422
ACAA2	0.943	38.725	0	0	0.943	10.443	11.623	15.717
ACACA	2.858	29.939	0	0	2.858	0.235	1.174	25.671
ACACB	4.07	32.31	0	0	4.07	6.13	1.82	20.289
ACAD10	3.03	95.078	0	0	3.03	10.054	1.4	80.595
ACAD11	0.439	13.053	0	0	0.439	1.07	1.231	10.313
ACAD8	1.316	23.638	0	1.316	0	8.909	7.975	5.438
ACAD9	0	14.613	0	0	0	4.017	4.867	5.729
ACADL	0	24.416	0	0	0	6.054	11.513	6.849
ACADM	3.9	25.63	0.213	0.372	3.314	6.209	0.827	14.693
ACADS	3.223	15.427	0	0.44	2.783	0.524	0	11.679
ACADSB	2.582	15.972	0	2.077	0.505	5.183	0.44	7.768
ACADVL	0	4.821	0	0	0	0.647	0	4.175
ACAP1	0	15.953	0	0	0	0	0	15.953
ACAP2	0.528	0.899	0	0.528	0	0	0	0.371
ACAP3	0	0	0	0	0	0	0	0
ACAT1	0.366	14.022	0.366	0	0	1.978	2.538	9.14
ACAT2	0.9605	20.773	0	0	0.9605	2.1765	0	17.636
ACBD3	2.639	85.725	0	0	2.639	19.749	0	63.337
ACBD4	0.718	8.128	0	0	0.718	0	0	7.41
ACBD5	6.467	35.439	0	0.627	5.839	6.188	5.041	17.743
ACBD6	0	15.007	0	0	0	4.002	1.514	9.49
ACBD7	0.665	10.039	0	0	0.665	1.294	0	8.08
ACCS	0	1.944	0	0	0	0.148	0.677	1.119
ACCSL	0.704	31.653	0	0	0.704	18.537	0	12.413
ACD	0.339	6.494	0	0	0.339	0	0	6.155
ACE	0	16.81	0	0	0	0	4.159	12.651
ACE2	2.92	26.486	0	2.224	0.696	7.112	4.55	11.903
ACER1	2.728	53.523	1.157	0	1.572	10.913	4.331	35.551
ACER2	1.701	35.795	0	0	1.701	7.692	0	26.401
ACER3	1.404	9.88	0.556	0	0.847	1.751	0	6.726
ACHE	1.149	28.005	0	0	1.149	5.346	0	21.51
ACIN1	0	2.34	0	0	0	0	0	2.34
ACKR1	0	10.255	0	0	0	0	2.196	8.06
ACKR2	0	6.87	0	0	0	3.102	0.472	3.296
ACKR3	0	0.927	0	0	0	0.725	0	0.202
ACKR4	0.832	10.039	0	0	0.832	0	2.813	6.394
ACLY	1.849	17.486	0	0	1.849	3.33	3.438	8.868
ACMSD	0	22.046	0	0	0	5.22	6.158	10.668
ACO1	2.111	15.35	2.111	0	0	7.906	0	5.333
ACO2	0.428	12.465	0	0	0.428	0.953	0.226	10.858
ACOD1	0	12.224	0	0	0	0	9.204	3.02
ACOT1	0.866	5.902	0.385	0	0.481	2.013	0	3.023
ACOT11	0	3.954	0	0	0	0	0	3.954
ACOT12	0	24.16	0	0	0	3.199	14.824	6.137
ACOT13	5.61	32.534	0	0	5.61	1.578	1.307	24.039
ACOT2	2.772	22.774	0	0	2.772	9.187	1.769	9.046
ACOT4	1.375	7.806	0	0.117	1.258	2.6	0	3.831
ACOT7	0.322	92.283	0.322	0	0	27.794	5.9	58.267
ACOT8	1.275	24.178	0	0	1.275	0	0	22.904
ACOT9	0	16.219	0	0	0	4.077	3.1415	9.0005
ACOX1	0.795	32.779	0	0	0.795	11.407	1.057	19.519
ACOX2	0	57.252	0	0	0	5.959	8.209	43.084
ACOX3	1.305	16.036	0.472	0	0.834	3.539	0	11.192
ACOXL	1.718	26.929	0	0.982	0.736	7.839	12.195	5.177
ACP1	0.653	3.452	0	0.297	0.356	0	0	2.799
ACP2	1.157	15.065	0	0	1.157	2.375	0	11.533
ACP6	0.665	12.112	0	0	0.665	0.965	0	10.482
ACP7	0.287	24.275	0	0	0.287	0.696	2.802	20.49
ACPP	0.974	11.624	0	0.523	0.45	1.562	3.652	5.436
ACR	0	10.845	0	0	0	1.609	0	9.237
ACRBP	1.491	26.516	0	0	1.491	0.521	0	24.504
ACRV1	0	10.26	0	0	0	1.145	2.219	6.896
ACSBG1	0.671	8.597	0	0	0.671	3.618	0	4.309
ACSBG2	0.697	5.012	0	0	0.697	2.728	0	1.587
ACSF2	1.637	13.08	0	0	1.637	2.966	1.48	6.997
ACSF3	1.605	20.168	1.605	0	0	2.502	0.462	15.599
ACSL1	1.075	12.821	0	0.648	0.427	3.131	0	8.615
ACSL3	0.983	33.766	0	0	0.983	13.921	0	18.862
ACSL4	0.2	5.66	0	0	0.2	0.406	2.108	2.946
ACSL5	1.31	28.544	0	0	1.31	0	4.07	23.164
ACSL6	0.954	23.821	0	0.954	0	6.326	4.049	12.492
ACSM1	0	4.342	0	0	0	1.064	0.656	2.621
ACSM2A	1	14.266	1	0	0	7.748	3.685	1.834
ACSM3	1.268	8.501	0.362	0	0.906	0.815	5.692	0.725
ACSM4	0	6.654	0	0	0	0.975	2.596	3.082
ACSM5	0.195	8.903	0	0	0.195	3.771	1.695	3.241
ACSS1	0.253	5.824	0	0.253	0	1.348	1.246	2.977
ACSS2	0	12.385	0	0	0	0	5.355	7.03
ACSS3	0	3.611	0	0	0	0.727	1.76	1.124
ACTA1	3.281	7.153	0.232	0	3.049	1.228	0	2.644
ACTA2	0	7.648	0	0	0	1.846	0	5.802
ACTB	0.392	8.512	0	0	0.392	1.954	0.792	5.374
ACTBL2	0.542	1.356	0	0.542	0	0	0.542	0.271
ACTC1	0	1.812	0	0	0	0.198	0	1.614
ACTG1	5.823	26.765	0	0	5.823	0	0	20.943
ACTG2	0	32.506	0	0	0	2.474	1.039	28.994
ACTL10	1.82	24.627	0	0	1.82	1	2.675	19.132
ACTL6A	1.185	26.701	0	0	1.185	13.504	0	12.012
ACTL6B	5.219	57.131	0	0	5.219	5.432	12.657	33.823
ACTL7A	0	5.073	0	0	0	3.016	1.263	0.794
ACTL7B	0.233	5.658	0	0.233	0	0.724	2.569	2.132
ACTL9	0.793	11.623	0	0.793	0	2.037	5.543	3.25
ACTN1	0	26.504	0	0	0	1.213	4.069	21.222
ACTN2	0.326	13.535	0.326	0	0	0.488	0	12.721
ACTN4	0	1.182	0	0	0	0	0	1.182
ACTR10	0.958	17.187	0.958	0	0	2.238	1.616	12.376
ACTR1A	0	7.392	0	0	0	0	0.406	6.986
ACTR1B	0.566	10.053	0	0	0.566	2.565	2.115	4.806
ACTR2	0.612	17.056	0	0	0.612	8.358	0.87	7.216
ACTR3	0.39	16.941	0	0	0.39	1.196	6.092	9.263
ACTR3B	1.198	160.997	0	0	1.198	60.076	22.85	76.872
ACTR5	1.229	31.937	0	0	1.229	2.424	7.425	20.859
ACTR6	0.16	5.202	0	0	0.16	2.254	0.143	2.646
ACTR8	2.871	30.87	0	0	2.871	2.085	0	25.914
ACTRT1	0	4.202	0	0	0	0.405	3.587	0.21
ACTRT2	0	0.328	0	0	0	0.219	0	0.109
ACTRT3	0	31.912	0	0	0	4.643	0	27.269
ACVR1	0	4.314	0	0	0	0.594	0.232	3.489
ACVR1B	0	25.455	0	0	0	5.389	2.892	17.173
ACVR1C	0	3.439	0	0	0	0.703	0.703	2.032
ACVR2A	0	11.543	0	0	0	0	8.094	3.449
ACVR2B	1.142	15.563	0	0	1.142	3.689	0	10.731
ACVRL1	0	9.694	0	0	0	1.491	0.726	7.477
ACY1	1.901	9.534	0	0	1.901	0	0.412	7.22
ACY3	0.476	10.429	0	0	0.476	1.9	4.029	4.024
ACYP1	2.818	29.361	0	0	2.818	10.572	5.654	10.317
ACYP2	1.897	7.507	1.41	0	0.487	2.668	2.315	0.627
ADA	0	2.621	0	0	0	0.648	0.099	1.875
ADAD1	0	5.611	0	0	0	2.757	1.898	0.956
ADAD2	0	3.062	0	0	0	2.304	0	0.758
ADAL	1.953	10.511	0	0	1.953	4.314	0	4.245
ADAM10	1.91	43.216	0	0	1.91	2.567	1.892	36.847
ADAM11	1.473	4.248	0	0	1.473	0	0	2.775
ADAM12	0	0.369	0	0	0	0	0	0.369
ADAM15	0.216	12.25	0	0	0.216	0	2.836	9.198
ADAM17	0.213	2.662	0	0	0.213	0.512	0	1.937
ADAM18	0.343	5.738	0	0.343	0	2.21	0.555	2.63
ADAM19	10.217	229.978	0	0	10.217	26.721	53.02	140.02
ADAM2	3.903	21.899	2.35	0.443	1.109	3.181	3.326	11.49
ADAM20	0.293333333333333	1.60666666666667	0	0.293333333333333	0	0.458	0.855333333333333	0
ADAM21	1.553	6.798	0	0.4	1.154	4.427	0	0.818
ADAM22	0	1.803	0	0	0	0	1.303	0.5
ADAM23	0.256	5.137	0	0	0.256	2.733	0.322	1.827
ADAM28	0	24.922	0	0	0	18.031	0	6.891
ADAM29	0	10.341	0	0	0	2.073	5.194	3.073
ADAM30	2.955	14.508	2.955	0	0	4.596	4.222	2.734
ADAM32	0	5.921	0	0	0	3.068	1.562	1.29
ADAM33	0.813	45.837	0	0	0.813	22.344	0	22.68
ADAM7	0	3.359	0	0	0	0	2.214	1.145
ADAM8	0.399	7.597	0	0	0.399	0	0	7.198
ADAM9	0.261	17.243	0	0	0.261	0	11.682	5.3
ADAMDEC1	0.251	7.301	0	0	0.251	2.197	2.222	2.631
ADAMTS1	0	12.419	0	0	0	3.114	4.007	5.298
ADAMTS10	0	7.952	0	0	0	1.296	2.379	4.277
ADAMTS12	0.501	6.878	0	0	0.501	4.329	0	2.048
ADAMTS13	0.649	22.376	0.451	0	0.198	9.026	2.069	10.631
ADAMTS14	0.506	12.438	0	0	0.506	0.875	2.361	8.696
ADAMTS15	0	2.218	0	0	0	1.447	0.268	0.503
ADAMTS16	0	2.775	0	0	0	1.973	0.335	0.466
ADAMTS17	0	10.184	0	0	0	1.841	4.175	4.169
ADAMTS18	0	2.49	0	0	0	0.166	0	2.323
ADAMTS19	0	5.19	0	0	0	0	4.405	0.785
ADAMTS2	0	2.152	0	0	0	0.519	0	1.633
ADAMTS20	0.384	18.657	0.384	0	0	2.432	2.72	13.121
ADAMTS3	0.895	5.468	0	0.895	0	0.887	0.853	2.833
ADAMTS4	0	11.198	0	0	0	0.645	3.518	7.035
ADAMTS5	0.907	4.508	0	0.907	0	0.378	1.964	1.258
ADAMTS6	0.722	21.131	0	0	0.722	2.331	2.965	15.113
ADAMTS7	0.24	5.496	0	0	0.24	3.394	0.673	1.189
ADAMTS8	0	3.534	0	0	0	0	0	3.534
ADAMTS9	1.271	23.26	0	0	1.271	5.072	11.319	5.598
ADAMTSL1	0	1.101	0	0	0	0.347	0	0.754
ADAMTSL2	0	3.28	0	0	0	0.449	0	2.831
ADAMTSL3	0	10.644	0	0	0	7.823	0	2.821
ADAMTSL4	0.297	19.808	0	0	0.297	3.448	0	16.062
ADAMTSL5	0.351	22.551	0	0	0.351	1.697	0.666	19.837
ADAP1	0.886	8.653	0	0	0.886	0	1.243	6.524
ADAP2	2.415	22.954	0	0	2.415	2.262	0	18.277
ADAR	0.254	81.498	0	0.254	0	11.747	9.958	59.539
ADARB1	1.221	3.818	0	0	1.221	0.549	0	2.047
ADARB2	0	1.348	0	0	0	0	1.11	0.238
ADAT1	3.325	45.154	0	0	3.325	8.719	1.63	31.479
ADAT2	0.612	11.052	0	0	0.612	1.085	2.413	6.941
ADAT3	0.984	9.4	0	0	0.984	1.899	0	6.517
ADCK1	8.512	22.72	6.18	2.332	0	3.467	3.239	7.502
ADCK2	2.847	46.789	1.539	1.308	0	5.993	0	37.948
ADCK5	2.439	12.748	0	0	2.439	1.626	0	8.683
ADCY1	0	4.358	0	0	0	2.181	0	2.177
